PacketNumber,TotalSize,MagicByte,StreamID,SequenceNum,FragmentType,Timestamp,HasJPEG,PayloadStart
380,7360,2,1452,23354,7260,0.00,0,"1d 7e 10 d9 b6"
381,2920,2,1452,23354,14520,0.00,0,"f8 ab 6f e2 86"
382,7360,2,1452,23355,0,0.00,1,"ff d8 ff e0 00"
383,7360,2,1452,23355,7260,0.00,0,"08 ed db 00 c7"
384,2920,2,1452,23355,14520,0.00,0,"07 9e 83 a7 61"
385,7360,2,1452,23356,0,0.00,1,"ff d8 ff e0 00"
386,7360,2,1452,23356,7260,0.00,0,"a8 73 12 69 61"
387,2920,2,1452,23356,14520,0.00,0,"e7 13 5d 86 b6"
388,7360,2,1452,23357,0,0.00,1,"ff d8 ff e0 00"
389,7360,2,1452,23357,7260,0.00,0,"30 43 75 15 af"
390,2920,2,1452,23357,14520,0.00,0,"48 23 c8 73 92"
391,7360,2,1452,23358,0,0.00,1,"ff d8 ff e0 00"
392,7360,2,1452,23358,7260,0.00,0,"90 87 6d 6f 2d"
393,3452,2,1452,23358,14520,0.00,0,"35 f4 46 c3 0e"
394,7360,2,1452,23359,0,0.00,1,"ff d8 ff e0 00"
395,7360,2,1452,23359,7260,0.00,0,"9e ae 5e 91 80"
396,2920,2,1452,23359,14520,0.00,0,"08 da b2 10 e3"
397,7360,2,1452,23360,0,0.00,1,"ff d8 ff e0 00"
398,7360,2,1452,23360,7260,0.00,0,"c6 25 d4 46 c3"
399,2920,2,1452,23360,14520,0.00,0,"6a 83 93 ab 03"
400,7360,2,1452,23361,0,0.00,1,"ff d8 ff e0 00"
401,7360,2,1452,23361,7260,0.00,0,"d4 81 68 ee 9d"
402,2920,2,1452,23361,14520,0.00,0,"9f 53 52 3e ab"
403,7360,2,1452,23362,0,0.00,1,"ff d8 ff e0 00"
404,7360,2,1452,23362,7260,0.00,0,"7c 74 68 d7 d0"
405,3452,2,1452,23362,14520,0.00,0,"19 38 ed 9b 01"
406,7360,2,1452,23363,0,0.00,1,"ff d8 ff e0 00"
407,7360,2,1452,23363,7260,0.00,0,"a8 47 f0 8c 23"
408,3452,2,1452,23363,14520,0.00,0,"f5 7a 0c 0a 97"
409,7360,2,1452,23364,0,0.00,1,"ff d8 ff e0 00"
410,7360,2,1452,23364,7260,0.00,0,"53 d5 5c 10 bf"
411,2920,2,1452,23364,14520,0.00,0,"f6 9f 75 93 00"
412,7360,2,1452,23365,0,0.00,1,"ff d8 ff e0 00"
413,7360,2,1452,23365,7260,0.00,0,"3a ac 73 38 f4"
414,3452,2,1452,23365,14520,0.00,0,"e1 d5 47 47 cb"
415,7360,2,1452,23366,0,0.00,1,"ff d8 ff e0 00"
416,7360,2,1452,23366,7260,0.00,0,"4f 65 0d 49 ad"
417,3452,2,1452,23366,14520,0.00,0,"81 30 9d fe de"
418,7360,2,1452,23367,0,0.00,1,"ff d8 ff e0 00"
419,7360,2,1452,23367,7260,0.00,0,"6f ee b0 0a ed"
420,3452,2,1452,23367,14520,0.00,0,"80 19 1c a1 7e"
421,7360,2,1452,23368,0,0.00,1,"ff d8 ff e0 00"
422,7360,2,1452,23368,7260,0.00,0,"1b 03 f9 25 5d"
423,3452,2,1452,23368,14520,0.00,0,"b2 16 1a 6a eb"
424,7360,2,1452,23369,0,0.00,1,"ff d8 ff e0 00"
425,7360,2,1452,23369,7260,0.00,0,"9d c0 48 05 2a"
426,3452,2,1452,23369,14520,0.00,0,"ae d9 30 82 d9"
427,7360,2,1452,23370,0,0.00,1,"ff d8 ff e0 00"
428,7360,2,1452,23370,7260,0.00,0,"2c 34 74 b6 41"
429,3452,2,1452,23370,14520,0.00,0,"75 ec e5 ea c8"
430,7360,2,1452,23371,0,0.00,1,"ff d8 ff e0 00"
431,7360,2,1452,23371,7260,0.00,0,"3d 5c 7b e5 1e"
432,3452,2,1452,23371,14520,0.00,0,"7d 06 c7 a7 b2"
433,7360,2,1452,23372,0,0.00,1,"ff d8 ff e0 00"
434,7360,2,1452,23372,7260,0.00,0,"cd 95 f8 74 97"
435,3452,2,1452,23372,14520,0.00,0,"54 3e ec ae cd"
436,7360,2,1452,23373,0,0.00,1,"ff d8 ff e0 00"
437,7360,2,1452,23373,7260,0.00,0,"63 ba 3d 5b 4d"
438,3452,2,1452,23373,14520,0.00,0,"6d c1 f7 71 b7"
439,7360,2,1452,23374,0,0.00,1,"ff d8 ff e0 00"
440,7360,2,1452,23374,7260,0.00,0,"c4 bd 2c 65 d9"
441,3452,2,1452,23374,14520,0.00,0,"65 66 a6 43 59"
442,7360,2,1452,23375,0,0.00,1,"ff d8 ff e0 00"
443,7360,2,1452,23375,7260,0.00,0,"05 30 e7 86 d3"
444,3452,2,1452,23375,14520,0.00,0,"45 64 53 92 b3"
445,7360,2,1452,23376,0,0.00,1,"ff d8 ff e0 00"
446,7360,2,1452,23376,7260,0.00,0,"ba f4 dc 1d 32"
447,3452,2,1452,23376,14520,0.00,0,"de 48 ac 8a 64"
448,7360,2,1452,23377,0,0.00,1,"ff d8 ff e0 00"
449,7360,2,1452,23377,7260,0.00,0,"fa 59 6b 78 14"
450,3452,2,1452,23377,14520,0.00,0,"b4 59 56 ac c9"
451,7360,2,1452,23378,0,0.00,1,"ff d8 ff e0 00"
452,7360,2,1452,23378,7260,0.00,0,"d9 61 35 78 f7"
453,3452,2,1452,23378,14520,0.00,0,"d6 a8 07 0f 60"
454,7360,2,1452,23379,0,0.00,1,"ff d8 ff e0 00"
455,7360,2,1452,23379,7260,0.00,0,"25 93 b8 0d 85"
456,3452,2,1452,23379,14520,0.00,0,"2b 2b 8d dc 2c"
457,7360,2,1452,23380,0,0.00,1,"ff d8 ff e0 00"
458,7360,2,1452,23380,7260,0.00,0,"02 c4 0a 48 0f"
459,3452,2,1452,23380,14520,0.00,0,"d1 c3 16 ea c1"
460,7360,2,1452,23381,0,0.00,1,"ff d8 ff e0 00"
461,7360,2,1452,23381,7260,0.00,0,"5b 77 68 04 f4"
462,3452,2,1452,23381,14520,0.00,0,"03 a8 2c 17 83"
463,7360,2,1452,23382,0,0.00,1,"ff d8 ff e0 00"
464,7360,2,1452,23382,7260,0.00,0,"d4 99 12 87 78"
465,3452,2,1452,23382,14520,0.00,0,"06 bf 2e d5 c5"
466,7360,2,1452,23383,0,0.00,1,"ff d8 ff e0 00"
467,7360,2,1452,23383,7260,0.00,0,"2f 66 50 22 5e"
468,3452,2,1452,23383,14520,0.00,0,"fb bb 83 ea 00"
469,7360,2,1452,23384,0,0.00,1,"ff d8 ff e0 00"
470,7360,2,1452,23384,7260,0.00,0,"6a 9e 9c ef 5e"
471,3452,2,1452,23384,14520,0.00,0,"5c bc 14 dd 5a"
472,7360,2,1452,23385,0,0.00,1,"ff d8 ff e0 00"
473,7360,2,1452,23385,7260,0.00,0,"62 76 69 02 2d"
474,3452,2,1452,23385,14520,0.00,0,"07 ca 56 12 0b"
475,7360,2,1452,23386,0,0.00,1,"ff d8 ff e0 00"
476,7360,2,1452,23386,7260,0.00,0,"02 31 56 3a b0"
477,3452,2,1452,23386,14520,0.00,0,"74 a5 86 a7 5e"
478,7360,2,1452,23387,0,0.00,1,"ff d8 ff e0 00"
479,7360,2,1452,23387,7260,0.00,0,"ff 00 b8 f1 61"
480,3452,2,1452,23387,14520,0.00,0,"9f 4d be cb b0"
481,7360,2,1452,23388,0,0.00,1,"ff d8 ff e0 00"
482,7360,2,1452,23388,7260,0.00,0,"94 3f 57 9b 6d"
483,3452,2,1452,23388,14520,0.00,0,"5a 3e 1a e3 8f"
484,7360,2,1452,23389,0,0.00,1,"ff d8 ff e0 00"
485,7360,2,1452,23389,7260,0.00,0,"71 3c 73 ae 98"
486,3452,2,1452,23389,14520,0.00,0,"b3 54 33 ef 75"
487,7360,2,1452,23390,0,0.00,1,"ff d8 ff e0 00"
488,7360,2,1452,23390,7260,0.00,0,"bd bd 5c 29 5e"
489,3452,2,1452,23390,14520,0.00,0,"19 b3 a0 b6 ce"
490,7360,2,1452,23391,0,0.00,1,"ff d8 ff e0 00"
491,7360,2,1452,23391,7260,0.00,0,"c5 42 75 b1 25"
492,3452,2,1452,23391,14520,0.00,0,"12 fb 29 92 98"
493,7360,2,1452,23392,0,0.00,1,"ff d8 ff e0 00"
494,7360,2,1452,23392,7260,0.00,0,"1c 7f 28 3c d9"
495,3452,2,1452,23392,14520,0.00,0,"a2 50 73 b2 8f"
496,7360,2,1452,23393,0,0.00,1,"ff d8 ff e0 00"
497,7360,2,1452,23393,7260,0.00,0,"4c 67 b9 2e de"
498,3452,2,1452,23393,14520,0.00,0,"56 39 db 79 fc"
499,7360,2,1452,23394,0,0.00,1,"ff d8 ff e0 00"
500,7360,2,1452,23394,7260,0.00,0,"a2 24 f8 0c 29"
501,2920,2,1452,23394,14520,0.00,0,"76 a2 09 50 90"
502,7360,2,1452,23395,0,0.00,1,"ff d8 ff e0 00"
503,7360,2,1452,23395,7260,0.00,0,"f0 1d 2d da f6"
504,2920,2,1452,23395,14520,0.00,0,"2d ae ae b5 3b"
505,7360,2,1452,23396,0,0.00,1,"ff d8 ff e0 00"
506,7360,2,1452,23396,7260,0.00,0,"56 3f 37 b0 0a"
507,2920,2,1452,23396,14520,0.00,0,"11 f1 14 c6 de"
508,7360,2,1452,23397,0,0.00,1,"ff d8 ff e0 00"
509,7360,2,1452,23397,7260,0.00,0,"e7 2b bc ba 6c"
510,3452,2,1452,23397,14520,0.00,0,"0b 7b ba 8d d1"
511,7360,2,1452,23398,0,0.00,1,"ff d8 ff e0 00"
512,7360,2,1452,23398,7260,0.00,0,"9b b0 f8 ba f6"
513,3452,2,1452,23398,14520,0.00,0,"2d 19 32 89 0b"
514,7360,2,1452,23399,0,0.00,1,"ff d8 ff e0 00"
515,7360,2,1452,23399,7260,0.00,0,"78 f6 d9 f2 eb"
516,3452,2,1452,23399,14520,0.00,0,"c0 2e 27 71 2f"
517,7360,2,1452,23400,0,0.00,1,"ff d8 ff e0 00"
518,7360,2,1452,23400,7260,0.00,0,"82 a9 30 5e cd"
519,3452,2,1452,23400,14520,0.00,0,"34 61 ab 14 f9"
520,7360,2,1452,23401,0,0.00,1,"ff d8 ff e0 00"
521,7360,2,1452,23401,7260,0.00,0,"20 5b e6 c0 f0"
522,2920,2,1452,23401,14520,0.00,0,"26 7f a3 85 09"
523,7360,2,1452,23402,0,0.00,1,"ff d8 ff e0 00"
524,7360,2,1452,23402,7260,0.00,0,"38 46 fc 4b d1"
525,3452,2,1452,23402,14520,0.00,0,"c7 04 ec 00 f7"
526,7360,2,1452,23403,0,0.00,1,"ff d8 ff e0 00"
527,7360,2,1452,23403,7260,0.00,0,"2a 4b a6 de 96"
528,3452,2,1452,23403,14520,0.00,0,"cf c2 e2 59 0a"
529,7360,2,1452,23404,0,0.00,1,"ff d8 ff e0 00"
530,7360,2,1452,23404,7260,0.00,0,"cc 95 f5 3b 3b"
531,3452,2,1452,23404,14520,0.00,0,"2a b7 d4 bf 88"
532,7360,2,1452,23405,0,0.00,1,"ff d8 ff e0 00"
533,7360,2,1452,23405,7260,0.00,0,"3b d8 95 f6 b2"
534,3452,2,1452,23405,14520,0.00,0,"4b 22 69 63 c2"
535,7360,2,1452,23406,0,0.00,1,"ff d8 ff e0 00"
536,7360,2,1452,23406,7260,0.00,0,"9d ae f5 88 d7"
537,3452,2,1452,23406,14520,0.00,0,"a2 de 56 30 48"
538,7360,2,1452,23407,0,0.00,1,"ff d8 ff e0 00"
539,7360,2,1452,23407,7260,0.00,0,"9d 9c ac eb 6d"
540,2920,2,1452,23407,14520,0.00,0,"62 3c b9 d4 ff"
541,7360,2,1452,23408,0,0.00,1,"ff d8 ff e0 00"
542,7360,2,1452,23408,7260,0.00,0,"52 0b 22 43 a6"
543,3452,2,1452,23408,14520,0.00,0,"a2 56 51 2e a2"
544,7360,2,1452,23409,0,0.00,1,"ff d8 ff e0 00"
545,7360,2,1452,23409,7260,0.00,0,"8f 0e 2b 51 d0"
546,3452,2,1452,23409,14520,0.00,0,"fb b2 44 f8 4d"
547,7360,2,1452,23410,0,0.00,1,"ff d8 ff e0 00"
548,7360,2,1452,23410,7260,0.00,0,"6f fe f6 97 d6"
549,3452,2,1452,23410,14520,0.00,0,"5d 3f a5 e9 dd"
550,7360,2,1452,23411,0,0.00,1,"ff d8 ff e0 00"
551,7360,2,1452,23411,7260,0.00,0,"87 a5 a6 c2 30"
552,3452,2,1452,23411,14520,0.00,0,"12 15 84 88 ca"
553,7360,2,1452,23412,0,0.00,1,"ff d8 ff e0 00"
554,7360,2,1452,23412,7260,0.00,0,"49 29 14 b9 e0"
555,3452,2,1452,23412,14520,0.00,0,"09 e4 2a 3b b4"
556,7360,2,1452,23413,0,0.00,1,"ff d8 ff e0 00"
557,7360,2,1452,23413,7260,0.00,0,"d1 c0 76 6f f2"
558,3452,2,1452,23413,14520,0.00,0,"5b 88 92 25 b2"
559,7360,2,1452,23414,0,0.00,1,"ff d8 ff e0 00"
560,7360,2,1452,23414,7260,0.00,0,"85 54 b5 38 3f"
561,3452,2,1452,23414,14520,0.00,0,"56 ba 56 f0 63"
562,7360,2,1452,23415,0,0.00,1,"ff d8 ff e0 00"
563,7360,2,1452,23415,7260,0.00,0,"82 16 f9 ac 76"
564,3452,2,1452,23415,14520,0.00,0,"d9 18 66 66 26"
565,7360,2,1452,23416,0,0.00,1,"ff d8 ff e0 00"
566,7360,2,1452,23416,7260,0.00,0,"70 ac e2 a3 fa"
567,3452,2,1452,23416,14520,0.00,0,"3a 69 04 12 44"
568,7360,2,1452,23417,0,0.00,1,"ff d8 ff e0 00"
569,7360,2,1452,23417,7260,0.00,0,"d2 7f b2 30 c1"
570,3452,2,1452,23417,14520,0.00,0,"c7 59 ea 6c 78"
571,7360,2,1452,23418,0,0.00,1,"ff d8 ff e0 00"
572,7360,2,1452,23418,7260,0.00,0,"77 16 90 bf 60"
573,3452,2,1452,23418,14520,0.00,0,"3e b9 2f 65 6d"
574,7360,2,1452,23419,0,0.00,1,"ff d8 ff e0 00"
575,7360,2,1452,23419,7260,0.00,0,"f1 64 03 6c 3a"
576,3452,2,1452,23419,14520,0.00,0,"e7 2d 93 03 56"
577,7360,2,1452,23420,0,0.00,1,"ff d8 ff e0 00"
578,7360,2,1452,23420,7260,0.00,0,"73 27 ba 08 77"
579,3452,2,1452,23420,14520,0.00,0,"24 4e 55 a1 f5"
580,7360,2,1452,23421,0,0.00,1,"ff d8 ff e0 00"
581,7360,2,1452,23421,7260,0.00,0,"0d 67 36 4c f0"
582,2920,2,1452,23421,14520,0.00,0,"fb 8e 11 c8 e0"
583,7360,2,1452,23422,0,0.00,1,"ff d8 ff e0 00"
584,7360,2,1452,23422,7260,0.00,0,"c2 84 6b ad 65"
585,2920,2,1452,23422,14520,0.00,0,"c5 27 f3 75 01"
586,7360,2,1452,23423,0,0.00,1,"ff d8 ff e0 00"
587,7360,2,1452,23423,7260,0.00,0,"2e c9 53 85 5c"
588,2920,2,1452,23423,14520,0.00,0,"25 31 3c 4e 11"
589,7360,2,1452,23424,0,0.00,1,"ff d8 ff e0 00"
590,7360,2,1452,23424,7260,0.00,0,"14 ec 7d a8 20"
591,2920,2,1452,23424,14520,0.00,0,"f4 d8 09 87 0e"
592,7360,2,1452,23425,0,0.00,1,"ff d8 ff e0 00"
593,7360,2,1452,23425,7260,0.00,0,"0a b7 02 12 5d"
594,2920,2,1452,23425,14520,0.00,0,"b9 95 43 a1 85"
595,7360,2,1452,23426,0,0.00,1,"ff d8 ff e0 00"
596,7360,2,1452,23426,7260,0.00,0,"fb 45 8d 75 8f"
597,2408,2,1452,23426,14520,0.00,0,"74 4e 4c 2b 3a"
598,7360,2,1452,23427,0,0.00,1,"ff d8 ff e0 00"
599,7360,2,1452,23427,7260,0.00,0,"6a 2a ca 60 61"
600,2408,2,1452,23427,14520,0.00,0,"e9 03 57 44 06"
601,7360,2,1452,23428,0,0.00,1,"ff d8 ff e0 00"
602,7360,2,1452,23428,7260,0.00,0,"46 5c c5 9d 28"
603,2408,2,1452,23428,14520,0.00,0,"de 8b 4d c0 76"
604,7360,2,1452,23429,0,0.00,1,"ff d8 ff e0 00"
605,7360,2,1452,23429,7260,0.00,0,"00 26 7c 3f f1"
606,1896,2,1452,23429,14520,0.00,0,"82 11 22 11 30"
607,7360,2,1452,23430,0,0.00,1,"ff d8 ff e0 00"
608,7360,2,1452,23430,7260,0.00,0,"cf bb 9d ed 03"
609,1896,2,1452,23430,14520,0.00,0,"81 64 2a fa 4e"
610,7360,2,1452,23431,0,0.00,1,"ff d8 ff e0 00"
611,7360,2,1452,23431,7260,0.00,0,"39 ab a7 e6 03"
612,1364,130,1344,23431,14520,0.00,0,"68 b4 a8 9c b1"
613,7360,2,1452,23432,0,0.00,1,"ff d8 ff e0 00"
614,7360,2,1452,23432,7260,0.00,0,"4a 3d 6d 1c 74"
615,1364,130,1344,23432,14520,0.00,0,"57 c1 ef c2 7a"
616,7360,2,1452,23433,0,0.00,1,"ff d8 ff e0 00"
617,7360,2,1452,23433,7260,0.00,0,"c3 d4 78 79 37"
618,852,130,832,23433,14520,0.00,0,"86 4b 31 85 ff"
619,7360,2,1452,23434,0,0.00,1,"ff d8 ff e0 00"
620,7360,2,1452,23434,7260,0.00,0,"51 a0 2d 39 52"
621,1896,2,1452,23434,14520,0.00,0,"58 84 81 e4 cf"
622,7360,2,1452,23435,0,0.00,1,"ff d8 ff e0 00"
623,7360,2,1452,23435,7260,0.00,0,"7f 25 ae 72 a2"
624,1896,2,1452,23435,14520,0.00,0,"ae b6 86 23 e1"
625,7360,2,1452,23436,0,0.00,1,"ff d8 ff e0 00"
626,7360,2,1452,23436,7260,0.00,0,"17 a7 4f 69 6d"
627,1364,130,1344,23436,14520,0.00,0,"fd 90 f8 f9 4a"
628,7360,2,1452,23437,0,0.00,1,"ff d8 ff e0 00"
629,7360,2,1452,23437,7260,0.00,0,"23 dd e8 d3 e2"
630,1896,2,1452,23437,14520,0.00,0,"0c cc 64 b4 03"
631,7360,2,1452,23438,0,0.00,1,"ff d8 ff e0 00"
632,7360,2,1452,23438,7260,0.00,0,"d5 d7 6b 90 04"
633,1896,2,1452,23438,14520,0.00,0,"cb 32 c4 aa 56"
634,7360,2,1452,23439,0,0.00,1,"ff d8 ff e0 00"
635,7360,2,1452,23439,7260,0.00,0,"2f ca db 15 36"
636,1896,2,1452,23439,14520,0.00,0,"05 d2 d6 2d 14"
637,7360,2,1452,23440,0,0.00,1,"ff d8 ff e0 00"
638,7360,2,1452,23440,7260,0.00,0,"87 0e 8e 2c 0e"
639,1896,2,1452,23440,14520,0.00,0,"f0 dc e4 16 88"
640,7360,2,1452,23441,0,0.00,1,"ff d8 ff e0 00"
641,7360,2,1452,23441,7260,0.00,0,"e6 1c a1 68 a0"
642,2408,2,1452,23441,14520,0.00,0,"45 9d dc a4 69"
643,7360,2,1452,23442,0,0.00,1,"ff d8 ff e0 00"
644,7360,2,1452,23442,7260,0.00,0,"62 aa 9c af d3"
645,2408,2,1452,23442,14520,0.00,0,"2c d3 78 05 50"
646,7360,2,1452,23443,0,0.00,1,"ff d8 ff e0 00"
647,7360,2,1452,23443,7260,0.00,0,"85 fd 37 4e 6f"
648,2408,2,1452,23443,14520,0.00,0,"24 22 75 c9 25"
649,7360,2,1452,23444,0,0.00,1,"ff d8 ff e0 00"
650,7360,2,1452,23444,7260,0.00,0,"b1 10 9d 82 cb"
651,2408,2,1452,23444,14520,0.00,0,"b1 90 eb 23 3a"
652,7360,2,1452,23445,0,0.00,1,"ff d8 ff e0 00"
653,7360,2,1452,23445,7260,0.00,0,"32 57 0a 87 52"
654,2408,2,1452,23445,14520,0.00,0,"0c 2c d7 d4 03"
655,7360,2,1452,23446,0,0.00,1,"ff d8 ff e0 00"
656,7360,2,1452,23446,7260,0.00,0,"bb ae a2 94 80"
657,2408,2,1452,23446,14520,0.00,0,"a4 e3 12 a6 c7"
658,7360,2,1452,23447,0,0.00,1,"ff d8 ff e0 00"
659,7360,2,1452,23447,7260,0.00,0,"5d 51 87 2b 46"
660,1896,2,1452,23447,14520,0.00,0,"26 27 84 bb 09"
661,7360,2,1452,23448,0,0.00,1,"ff d8 ff e0 00"
662,7360,2,1452,23448,7260,0.00,0,"b0 d2 2a 05 a3"
663,2408,2,1452,23448,14520,0.00,0,"7c aa 6e b6 bf"
664,7360,2,1452,23449,0,0.00,1,"ff d8 ff e0 00"
665,7360,2,1452,23449,7260,0.00,0,"c3 69 45 f4 a4"
666,1896,2,1452,23449,14520,0.00,0,"50 40 b8 1c b0"
667,7360,2,1452,23450,0,0.00,1,"ff d8 ff e0 00"
668,7360,2,1452,23450,7260,0.00,0,"7b 2f 27 55 7f"
669,1896,2,1452,23450,14520,0.00,0,"0c a7 2a 45 84"
670,7360,2,1452,23451,0,0.00,1,"ff d8 ff e0 00"
671,7360,2,1452,23451,7260,0.00,0,"16 bb 6a 0c 2d"
672,2408,2,1452,23451,14520,0.00,0,"a3 18 c4 fc 3b"
673,7360,2,1452,23452,0,0.00,1,"ff d8 ff e0 00"
674,7360,2,1452,23452,7260,0.00,0,"ee 7b 60 bc 9d"
675,2408,2,1452,23452,14520,0.00,0,"2d 33 82 1b 32"
676,7360,2,1452,23453,0,0.00,1,"ff d8 ff e0 00"
677,7360,2,1452,23453,7260,0.00,0,"bb c6 d2 35 d3"
678,2408,2,1452,23453,14520,0.00,0,"0c 03 2c cc 7c"
679,7360,2,1452,23454,0,0.00,1,"ff d8 ff e0 00"
680,7360,2,1452,23454,7260,0.00,0,"d6 3c bb 90 e7"
681,2408,2,1452,23454,14520,0.00,0,"86 0b 65 62 6b"
682,7360,2,1452,23455,0,0.00,1,"ff d8 ff e0 00"
683,7360,2,1452,23455,7260,0.00,0,"0d a8 0b 8b 9c"
684,2408,2,1452,23455,14520,0.00,0,"84 5b 84 cd 66"
685,7360,2,1452,23456,0,0.00,1,"ff d8 ff e0 00"
686,7360,2,1452,23456,7260,0.00,0,"05 6d 10 a8 4e"
687,2408,2,1452,23456,14520,0.00,0,"a2 38 4a 61 f2"
688,7360,2,1452,23457,0,0.00,1,"ff d8 ff e0 00"
689,7360,2,1452,23457,7260,0.00,0,"92 8d 92 e3 94"
690,2920,2,1452,23457,14520,0.00,0,"2b 06 cf 97 b7"
691,7360,2,1452,23458,0,0.00,1,"ff d8 ff e0 00"
692,7360,2,1452,23458,7260,0.00,0,"01 7a 3f 10 82"
693,2920,2,1452,23458,14520,0.00,0,"68 eb 8e 5f 32"
694,7360,2,1452,23459,0,0.00,1,"ff d8 ff e0 00"
695,7360,2,1452,23459,7260,0.00,0,"99 48 94 09 85"
696,2920,2,1452,23459,14520,0.00,0,"d6 38 30 4b 58"
697,7360,2,1452,23460,0,0.00,1,"ff d8 ff e0 00"
698,7360,2,1452,23460,7260,0.00,0,"f2 bc 71 3b 86"
699,2920,2,1452,23460,14520,0.00,0,"a9 11 c0 1d 86"
700,7360,2,1452,23461,0,0.00,1,"ff d8 ff e0 00"
701,7360,2,1452,23461,7260,0.00,0,"51 22 32 12 28"
702,2920,2,1452,23461,14520,0.00,0,"2e b9 bd b0 26"
703,7360,2,1452,23462,0,0.00,1,"ff d8 ff e0 00"
704,7360,2,1452,23462,7260,0.00,0,"03 ad f4 59 ec"
705,2920,2,1452,23462,14520,0.00,0,"57 71 d3 82 64"
706,7360,2,1452,23463,0,0.00,1,"ff d8 ff e0 00"
707,7360,2,1452,23463,7260,0.00,0,"b1 f6 bf 4f ab"
708,2920,2,1452,23463,14520,0.00,0,"59 af 87 78 d8"
709,7360,2,1452,23464,0,0.00,1,"ff d8 ff e0 00"
710,7360,2,1452,23464,7260,0.00,0,"dc 6d d0 82 fa"
711,2920,2,1452,23464,14520,0.00,0,"da 20 12 07 69"
712,7360,2,1452,23465,0,0.00,1,"ff d8 ff e0 00"
713,7360,2,1452,23465,7260,0.00,0,"12 f4 f9 04 db"
714,2920,2,1452,23465,14520,0.00,0,"ad d7 59 95 60"
715,7360,2,1452,23466,0,0.00,1,"ff d8 ff e0 00"
716,7360,2,1452,23466,7260,0.00,0,"9f 50 df 36 c0"
717,3452,2,1452,23466,14520,0.00,0,"90 29 84 45 b2"
718,7360,2,1452,23467,0,0.00,1,"ff d8 ff e0 00"
719,7360,2,1452,23467,7260,0.00,0,"d5 f7 0d 41 48"
720,2920,2,1452,23467,14520,0.00,0,"71 5d 3e dd 38"
721,7360,2,1452,23468,0,0.00,1,"ff d8 ff e0 00"
722,7360,2,1452,23468,7260,0.00,0,"56 1b 63 15 25"
723,2920,2,1452,23468,14520,0.00,0,"82 38 38 b0 98"
724,7360,2,1452,23469,0,0.00,1,"ff d8 ff e0 00"
725,7360,2,1452,23469,7260,0.00,0,"f5 1c 25 30 40"
726,3452,2,1452,23469,14520,0.00,0,"36 a1 19 20 8f"
727,7360,2,1452,23470,0,0.00,1,"ff d8 ff e0 00"
728,7360,2,1452,23470,7260,0.00,0,"ec de b9 6d 04"
729,4496,2,1452,23470,14520,0.00,0,"3f 54 4b d5 af"
730,7360,2,1452,23471,0,0.00,1,"ff d8 ff e0 00"
731,7360,2,1452,23471,7260,0.00,0,"b9 ad 81 98 21"
732,5008,2,1452,23471,14520,0.00,0,"a3 89 a9 85 25"
733,7360,2,1452,23472,0,0.00,1,"ff d8 ff e0 00"
734,7360,2,1452,23472,7260,0.00,0,"dc cc 7d 10 fd"
735,5008,2,1452,23472,14520,0.00,0,"b2 ba b5 79 1a"
736,7360,2,1452,23473,0,0.00,1,"ff d8 ff e0 00"
737,7360,2,1452,23473,7260,0.00,0,"99 63 79 bb 64"
738,5008,2,1452,23473,14520,0.00,0,"32 25 82 34 c1"
739,7360,2,1452,23474,0,0.00,1,"ff d8 ff e0 00"
740,7360,2,1452,23474,7260,0.00,0,"e5 8c 48 96 5f"
741,5520,2,1452,23474,14520,0.00,0,"f1 10 0e 3c b8"
742,7360,2,1452,23475,0,0.00,1,"ff d8 ff e0 00"
743,7360,2,1452,23475,7260,0.00,0,"f0 d2 a1 f6 f6"
744,6052,2,1452,23475,14520,0.00,0,"61 9b ac 0a eb"
745,7360,2,1452,23476,0,0.00,1,"ff d8 ff e0 00"
746,7360,2,1452,23476,7260,0.00,0,"cb ed 46 42 14"
747,6052,2,1452,23476,14520,0.00,0,"d8 f0 53 b9 84"
748,7360,2,1452,23477,0,0.00,1,"ff d8 ff e0 00"
749,7360,2,1452,23477,7260,0.00,0,"3d c1 be db 01"
750,6052,2,1452,23477,14520,0.00,0,"1b a9 4e 9d 5e"
751,7360,2,1452,23478,0,0.00,1,"ff d8 ff e0 00"
752,7360,2,1452,23478,7260,0.00,0,"59 f7 b2 1d 7d"
753,5520,2,1452,23478,14520,0.00,0,"8f f4 f4 17 20"
754,7360,2,1452,23479,0,0.00,1,"ff d8 ff e0 00"
755,7360,2,1452,23479,7260,0.00,0,"81 59 37 0f 57"
756,5520,2,1452,23479,14520,0.00,0,"1f 35 70 5e 7d"
757,7360,2,1452,23480,0,0.00,1,"ff d8 ff e0 00"
758,7360,2,1452,23480,7260,0.00,0,"1b 2f 7a c0 9f"
759,5520,2,1452,23480,14520,0.00,0,"a9 40 34 f7 ff"
760,7360,2,1452,23481,0,0.00,1,"ff d8 ff e0 00"
761,7360,2,1452,23481,7260,0.00,0,"67 c5 b4 ef 12"
762,5520,2,1452,23481,14520,0.00,0,"99 98 91 72 0f"
763,7360,2,1452,23482,0,0.00,1,"ff d8 ff e0 00"
764,7360,2,1452,23482,7260,0.00,0,"5c dc 9f 17 12"
765,5520,2,1452,23482,14520,0.00,0,"6c f2 eb 59 df"
766,7360,2,1452,23483,0,0.00,1,"ff d8 ff e0 00"
767,7360,2,1452,23483,7260,0.00,0,"a8 a5 b7 f9 25"
